#temario;bloque;tema;id_pregunta;texto_pregunta;texto_respuesta;explicacion
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Herramientas coordinación internacional;hci_083;¿Qué capacidad operativa tendrá el Centro de Coordinación?;Capacidad operativa 24 horas al día, 7 días por semana|Solo horario laboral|Solo días laborables|Solo algunas horas;El Centro de Coordinación tendrá capacidad operativa 24 horas al día, 7 días por semana
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Herramientas coordinación internacional;hci_084;¿A quién prestará servicios el Centro de Coordinación?;A los Estados miembros y a la Comisión a fin de alcanzar los objetivos del Mecanismo de la Unión|Solo a Estados miembros|Solo a la Comisión|Solo a algunos;Y prestará sus servicios a los Estados miembros y a la Comisión a fin de alcanzar los objetivos del Mecanismo de la Unión
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Herramientas coordinación internacional;hci_085;¿Qué gestionará la Comisión según las medidas de preparación?;El Centro de Coordinación y un Sistema Común de Comunicación e Información de Emergencia|Solo el Centro|Solo el Sistema|Solo comunicaciones;Gestionar el Centro de Coordinación y un Sistema Común de Comunicación e Información de Emergencia («Sistema de Comunicación e Información»)
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Herramientas coordinación internacional;hci_086;¿Qué permitirá el Sistema de Comunicación e Información?;La comunicación y el intercambio de información entre el Centro de Coordinación y los puntos de contacto de los Estados miembros|Solo comunicación|Solo intercambio|Solo contacto;Que permita la comunicación y el intercambio de información entre el Centro de Coordinación y los puntos de contacto de los Estados miembros
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Herramientas coordinación internacional;hci_087;¿A qué contribuirá la Comisión sobre sistemas de detección?;Al desarrollo y a una mejor integración de los sistemas transnacionales de detección, alerta rápida y aviso de interés europeo|Solo al desarrollo|Solo a la integración|Solo a algunos sistemas;Contribuir al desarrollo y a una mejor integración de los sistemas transnacionales de detección, alerta rápida y aviso de interés europeo para permitir una reacción rápida
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Herramientas coordinación internacional;hci_088;¿Qué promoverá la Comisión sobre sistemas nacionales?;La interrelación entre los sistemas nacionales de alerta rápida y aviso y su vinculación con el Centro de Coordinación y el Sistema de Comunicación e Información|Solo interrelación|Solo vinculación|Solo algunos aspectos;Así como promover la interrelación entre los sistemas nacionales de alerta rápida y aviso y su vinculación con el Centro de Coordinación y el Sistema de Comunicación e Información
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Herramientas coordinación internacional;hci_089;¿En qué se basarán estos sistemas?;En los sistemas y fuentes de información, seguimiento y detección actuales y futuros|Solo en sistemas actuales|Solo en sistemas futuros|Solo en algunas fuentes;Estos sistemas tendrán en cuenta los sistemas y fuentes de información, seguimiento y detección actuales y futuros y se basarán en ellos
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Herramientas coordinación internacional;hci_090;¿Qué establecerá y gestionará la Comisión sobre equipos de expertos?;La capacidad de movilizar y enviar equipos de expertos encargados de evaluar las necesidades, facilitar la coordinación de la ayuda y ayudar con experiencia en medidas de prevención, preparación o respuesta|Solo movilizar|Solo enviar|Solo evaluar;Establecer y gestionar la capacidad de movilizar y enviar equipos de expertos encargados de: evaluar las necesidades que cabe atender en el marco del Mecanismo de la Unión en el Estado que solicite ayuda, facilitar, cuando sea necesario, la coordinación de la ayuda en respuesta a catástrofes sobre el terreno y servir de enlace con las autoridades competentes del Estado que solicite ayuda, y ayudar al Estado que lo solicite con experiencia en medidas de prevención, preparación o repuesta
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Herramientas coordinación internacional;hci_091;¿Qué establecerá y mantendrá la Comisión sobre apoyo logístico?;La capacidad de prestar apoyo logístico a dichos equipos de expertos|Solo apoyo básico|Solo apoyo especializado|Solo algunos aspectos;Establecer y mantener la capacidad de prestar apoyo logístico a dichos equipos de expertos
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Herramientas coordinación internacional;hci_092;¿Qué desarrollará y mantendrá la Comisión?;Una red de expertos cualificados de los Estados miembros que puedan estar disponibles a corto plazo para ayudar al Centro de Coordinación|Solo una red básica|Solo algunos expertos|Solo para algunas tareas;Desarrollar y mantener una red de expertos cualificados de los Estados miembros que puedan estar disponibles a corto plazo para ayudar al Centro de Coordinación en las tareas de seguimiento, información y facilitación de la coordinación
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Herramientas coordinación internacional;hci_093;¿Qué facilitará la Comisión sobre posicionamiento previo?;La coordinación de los Estados miembros en el posicionamiento previo de las capacidades de reacción ante las catástrofes dentro de la Unión|Solo coordinación básica|Solo posicionamiento|Solo algunas capacidades;Facilitar la coordinación de los Estados miembros en el posicionamiento previo de las capacidades de reacción ante las catástrofes dentro de la Unión
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Herramientas coordinación internacional;hci_094;¿Qué apoyará la Comisión sobre interoperabilidad?;La labor destinada a mejorar la interoperabilidad de los módulos y de otras capacidades de reacción, teniendo en cuenta las mejores prácticas|Solo interoperabilidad básica|Solo módulos|Solo algunas capacidades;Apoyar la labor destinada a mejorar la interoperabilidad de los módulos y de otras capacidades de reacción, teniendo en cuenta las mejores prácticas a nivel de los Estados miembros y a nivel internacional
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Herramientas coordinación internacional;hci_095;¿Qué realizará la Comisión sobre apoyo del país anfitrión?;Las actuaciones necesarias para facilitar el apoyo del país anfitrión, incluidos el desarrollo y actualización de unas directrices|Solo actuaciones básicas|Solo desarrollo|Solo actualización;Realizar, dentro de su ámbito de competencia, las actuaciones necesarias para facilitar el apoyo del país anfitrión, incluidos el desarrollo y actualización, conjuntamente con los Estados miembros, de unas directrices para el apoyo del país anfitrión
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Herramientas coordinación internacional;hci_096;¿En qué se basarán las directrices?;En la experiencia de funcionamiento|Solo en teoría|Solo en normativa|Solo en algunos aspectos;Sobre la base de la experiencia de funcionamiento
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Herramientas coordinación internacional;hci_097;¿Qué apoyará la Comisión sobre programas de evaluación?;La creación de programas de evaluación voluntaria por homólogos de las estrategias de preparación de los Estados miembros, basadas en criterios predefinidos|Solo creación|Solo evaluación|Solo estrategias;Apoyar la creación de programas de evaluación voluntaria por homólogos de las estrategias de preparación de los Estados miembros, basadas en criterios predefinidos
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Herramientas coordinación internacional;hci_098;¿Qué permitirán estos programas?;Formular recomendaciones para elevar el grado de preparación de la Unión|Solo formular recomendaciones|Solo elevar preparación|Solo algunos aspectos;Que permitan formular recomendaciones para elevar el grado de preparación de la Unión
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Herramientas coordinación internacional;hci_099;¿Qué adoptará la Comisión sobre medidas de prevención?;Las medidas de prevención adicionales, complementarias y de apoyo, que resulten necesarias para alcanzar el objetivo especificado|Solo medidas adicionales|Solo medidas complementarias|Solo medidas de apoyo;Adoptar, en estrecha consulta con los Estados miembros, las medidas de prevención adicionales, complementarias y de apoyo, que resulten necesarias para alcanzar el objetivo especificado en el artículo 3, apartado 1, letra b)
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Herramientas coordinación internacional;hci_100;¿Cómo actuarán los Estados miembros para desarrollar módulos?;De forma voluntaria con objeto de desarrollar módulos, en particular para responder a las necesidades prioritarias de intervención o ayuda|Solo obligatoriamente|Solo para algunas necesidades|Solo en casos especiales;Los Estados miembros actuarán de forma voluntaria con objeto de desarrollar módulos, en particular para responder a las necesidades prioritarias de intervención o ayuda en el marco del Mecanismo de la Unión
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_001;¿Qué ayudas se pueden adoptar a personas físicas o jurídicas?;Ayudas a personas físicas o jurídicas que hayan llevado a cabo la prestación personal o de bienes|Solo a personas físicas|Solo a personas jurídicas|Solo prestaciones personales;Ayudas a personas físicas o jurídicas que hayan llevado a cabo la prestación personal o de bienes
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_002;¿Qué ayudas se destinan a establecimientos?;Ayudas destinadas a establecimientos industriales, mercantiles y de servicios|Solo industriales|Solo mercantiles|Solo de servicios;Ayudas destinadas a establecimientos industriales, mercantiles y de servicios
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_003;¿Qué subvenciones se contemplan por daños en infraestructuras?;Subvenciones por daños en infraestructuras municipales, red viaria provincial e insular|Solo municipales|Solo provinciales|Solo insulares;Subvenciones por daños en infraestructuras municipales, red viaria provincial e insular
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_004;¿Qué ayudas se contemplan por daños en producciones?;Ayudas por daños en producciones agrícolas, ganaderas, forestales y de acuicultura marina|Solo agrícolas|Solo ganaderas|Solo forestales;Ayudas por daños en producciones agrícolas, ganaderas, forestales y de acuicultura marina
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_005;¿Qué líneas de préstamo se pueden abrir?;Apertura de líneas de préstamo preferenciales subvencionadas por el Instituto de Crédito Oficial|Solo préstamos normales|Solo subvenciones|Solo líneas básicas;Apertura de líneas de préstamo preferenciales subvencionadas por el Instituto de Crédito Oficial
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_006;¿Qué exención se contempla en el Impuesto sobre Bienes Inmuebles?;Exención de la cuota del Impuesto sobre Bienes Inmuebles, correspondiente al ejercicio presupuestario en el que haya acaecido la emergencia|Solo exención parcial|Solo en algunos casos|Solo para viviendas;Exención de la cuota del Impuesto sobre Bienes Inmuebles, correspondiente al ejercicio presupuestario en el que haya acaecido la emergencia que afecte a viviendas, establecimientos industriales, turísticos y mercantiles, explotaciones agrarias, ganaderas y forestales, locales de trabajo y similares
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_007;¿Cuándo se aplica la exención del IBI?;Cuando hayan sido dañados y se acredite que tanto las personas como los bienes en ellos ubicados hayan tenido que ser objeto de realojamiento total o parcial|Solo cuando hayan sido dañados|Solo con realojamiento total|Solo con realojamiento parcial;Cuando hayan sido dañados y se acredite que tanto las personas como los bienes en ellos ubicados hayan tenido que ser objeto de realojamiento total o parcial en otras viviendas o locales diferentes hasta la reparación de los daños sufridos
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_008;¿Qué reducción se contempla en el Impuesto sobre Actividades Económicas?;Reducción en el Impuesto sobre Actividades Económicas, correspondiente al ejercicio presupuestario en el que haya acaecido la emergencia|Solo exención|Solo suspensión|Solo aplazamiento;Reducción en el Impuesto sobre Actividades Económicas, correspondiente al ejercicio presupuestario en el que haya acaecido la emergencia a las industrias de cualquier naturaleza, establecimientos mercantiles, turísticos y profesionales
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_009;¿Cuándo se aplica la reducción del IAE?;Cuando los locales de negocio o bienes afectos a esa actividad hayan sido dañados, siempre que hubieran tenido que ser objeto de realojamiento o se hayan producido daños que obliguen al cierre temporal|Solo con realojamiento|Solo con cierre temporal|Solo con daños;Cuyos locales de negocio o bienes afectos a esa actividad hayan sido dañados, siempre que hubieran tenido que ser objeto de realojamiento o se hayan producido daños que obliguen al cierre temporal de la actividad
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_010;¿Cómo será la reducción del IAE?;La indicada reducción será proporcional al tiempo transcurrido desde el día en que se haya producido el cese de la actividad hasta su reinicio en condiciones de normalidad|Será fija|Será mínima|Será máxima;La indicada reducción será proporcional al tiempo transcurrido desde el día en que se haya producido el cese de la actividad hasta su reinicio en condiciones de normalidad
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_011;¿Qué comprenden las exenciones y reducciones de cuotas?;Las de los recargos legalmente autorizados sobre los mismos|Solo las cuotas básicas|Solo algunos recargos|Solo en casos especiales;Las exenciones y reducciones de cuotas en los tributos señalados en los ordinales anteriores comprenderán las de los recargos legalmente autorizados sobre los mismos
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_012;¿Qué pueden pedir los contribuyentes que hubieren satisfecho los recibos?;Podrán pedir la devolución de las cantidades ingresadas|Solo aplazamiento|Solo reducción|Solo compensación;Los contribuyentes que, teniendo derecho a los beneficios establecidos en los ordinales anteriores, hubieren satisfecho los recibos correspondientes a dicho ejercicio fiscal, podrán pedir la devolución de las cantidades ingresadas
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_013;¿Qué exención se contempla en las tasas de Tráfico?;Exención de las tasas del organismo autónomo Jefatura Central de Tráfico para la tramitación de las bajas de vehículos y la expedición de duplicados|Solo para bajas|Solo para duplicados|Solo algunos trámites;Exención de las tasas del organismo autónomo Jefatura Central de Tráfico para la tramitación de las bajas de vehículos solicitadas como consecuencia de los daños producidos, y la expedición de duplicados de permisos de circulación o de conducción destruidos o extraviados por dichas causas
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_014;¿Cómo se compensará la disminución de ingresos en tributos locales?;Será compensada con cargo a los Presupuestos Generales del Estado|No se compensará|Solo parcialmente|Solo en algunos casos;La disminución de los ingresos en los tributos locales que, en su caso, se produzca en los ayuntamientos, diputaciones provinciales, cabildos insulares y consejos insulares como consecuencia de la aplicación de este artículo, será compensada con cargo a los Presupuestos Generales del Estado
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_015;¿Cómo estarán las ayudas por daños personales respecto al IRPF?;Las ayudas por daños personales estarán exentas del Impuesto sobre la Renta de las Personas Físicas|Estarán gravadas|Solo parcialmente exentas|Solo en algunos casos;Las ayudas por daños personales estarán exentas del Impuesto sobre la Renta de las Personas Físicas
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_016;¿Qué puede autorizar excepcionalmente el Ministro de Hacienda?;Una reducción de los índices de rendimiento neto de las explotaciones y actividades agrarias realizadas en las zonas siniestradas|Solo aumento|Solo mantenimiento|Solo en algunos casos;De manera excepcional, el Ministro de Hacienda y Administraciones Públicas podrá autorizar una reducción de los índices de rendimiento neto de las explotaciones y actividades agrarias realizadas en las zonas siniestradas
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_017;¿Qué consideración tendrán las extinciones o suspensiones de contratos?;Tendrán la consideración de provenientes de una situación de fuerza mayor|Solo situación normal|Solo causa justificada|Solo en algunos casos;Las extinciones o suspensiones de los contratos de trabajo o las reducciones temporales de la jornada de trabajo que tengan su causa directa en la emergencia, así como en las pérdidas de actividad directamente derivadas de la misma que queden debidamente acreditadas, tendrán la consideración de provenientes de una situación de fuerza mayor
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_018;¿Qué puede hacer la Tesorería General de la Seguridad Social?;Podrá exonerar al empresario del abono de las cuotas de la Seguridad Social y por conceptos de recaudación conjunta mientras dure el periodo de suspensión|Solo reducir|Solo aplazar|Solo en algunos casos;En el primer supuesto, la Tesorería General de la Seguridad Social podrá exonerar al empresario del abono de las cuotas de la Seguridad Social y por conceptos de recaudación conjunta mientras dure el periodo de suspensión
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_019;¿Cómo se mantiene la condición del período de suspensión?;Manteniéndose la condición de dicho período como efectivamente cotizado por el trabajador|No se mantiene|Solo parcialmente|Solo en algunos casos;Manteniéndose la condición de dicho período como efectivamente cotizado por el trabajador
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_020;¿Quién corre con las indemnizaciones en caso de extinción del contrato?;Las indemnizaciones de los trabajadores correrán a cargo del Fondo de Garantía Salarial, con los límites legalmente establecidos|El empresario|El trabajador|La Seguridad Social;En los casos en que se produzca extinción del contrato, las indemnizaciones de los trabajadores correrán a cargo del Fondo de Garantía Salarial, con los límites legalmente establecidos
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_021;¿Qué puede autorizar el Servicio Público de Empleo estatal?;Que el tiempo en que se perciban las prestaciones por desempleo no se compute a los efectos de consumir los períodos máximos de percepción establecidos|Solo reducción|Solo ampliación|Solo en algunos casos;El Servicio Público de Empleo estatal podrá autorizar que el tiempo en que se perciban las prestaciones por desempleo, reguladas en el título III del texto refundido de la Ley General de la Seguridad Social, aprobado por el Real Decreto Legislativo 1/1994, de 20 de junio, que traigan su causa inmediata de las emergencias no se compute a los efectos de consumir los períodos máximos de percepción establecidos
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_022;¿Qué se puede autorizar para trabajadores sin períodos de cotización?;Se podrá autorizar que reciban prestaciones por desempleo aquellos trabajadores que carezcan de los períodos de cotización necesarios para tener derecho a ellas|Solo reducción|Solo aplazamiento|Solo en algunos casos;Igualmente, en esos supuestos, se podrá autorizar que reciban prestaciones por desempleo aquellos trabajadores que carezcan de los períodos de cotización necesarios para tener derecho a ellas
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_023;¿Qué pueden solicitar las empresas y trabajadores por cuenta propia?;Una moratoria de hasta un año sin interés en el pago de las cotizaciones a la Seguridad Social correspondientes a tres meses naturales consecutivos|Solo aplazamiento|Solo reducción|Solo exención;Las empresas y los trabajadores por cuenta propia incluidos en cualquier régimen de la Seguridad Social podrán solicitar y obtener, previa justificación de los daños sufridos, una moratoria de hasta un año sin interés en el pago de las cotizaciones a la Seguridad Social y por conceptos de recaudación conjunta correspondientes a tres meses naturales consecutivos
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_024;¿Desde cuándo se cuenta la moratoria?;A contar desde el anterior a la producción del siniestro o, en el caso de trabajadores autónomos, desde el mes en que aquél se produjo|Solo desde el siniestro|Solo desde el mes siguiente|Solo en algunos casos;A contar desde el anterior a la producción del siniestro o, en el caso de trabajadores incluidos en el Régimen Especial de los trabajadores por cuenta propia o autónomos, desde el mes en que aquél se produjo
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_025;¿Qué pueden pedir los cotizantes que hayan satisfecho las cuotas?;Podrán pedir la devolución de las cantidades ingresadas, incluidos, en su caso, los intereses de demora, los recargos y costas correspondientes|Solo devolución parcial|Solo intereses|Solo en algunos casos;Los cotizantes a la Seguridad Social que tengan derecho a los beneficios establecidos en los ordinales anteriores y hayan satisfecho las cuotas correspondientes a las exenciones o a la moratoria de que se trate podrán pedir la devolución de las cantidades ingresadas, incluidos, en su caso, los intereses de demora, los recargos y costas correspondientes
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_026;¿Qué ocurre si el que tiene derecho a devolución es deudor?;El crédito por la devolución será aplicado al pago de deudas pendientes con aquélla en la forma que legalmente proceda|Se devuelve íntegramente|No se devuelve|Solo parcialmente;Si el que tuviera derecho a la devolución fuera deudor a la Seguridad Social por cuotas correspondientes a otros períodos, el crédito por la devolución será aplicado al pago de deudas pendientes con aquélla en la forma que legalmente proceda
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_027;¿Qué se llevará a cabo tras la declaración de zona afectada?;Un seguimiento de las medidas recogidas en este capítulo, en los términos que se determinen reglamentariamente|Solo evaluación|Solo control|Solo en algunos casos;Tras la declaración de zona afectada gravemente por una emergencia de protección civil se llevará a cabo un seguimiento de las medidas recogidas en este capítulo, en los términos que se determinen reglamentariamente
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_028;¿Qué se constituirá para la coordinación y seguimiento?;Se constituirá una Comisión de Coordinación, integrada por representantes de las Administraciones estatal, autonómica y local afectadas|Solo comité|Solo grupo de trabajo|Solo en algunos casos;Para la coordinación y seguimiento de las medidas adoptadas por la Administración General del Estado y, en su caso, por otras Administraciones Públicas, se constituirá una Comisión de Coordinación, integrada por representantes de las Administraciones estatal, autonómica y local afectadas
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_029;¿Cuál es la finalidad de la evaluación e inspección del Sistema Nacional?;Contribuir a mejorar la calidad de la respuesta de los poderes públicos en la gestión integral de los riesgos y emergencias|Solo control|Solo supervisión|Solo en algunos casos;La evaluación y la inspección del Sistema Nacional de Protección Civil tendrá como finalidad contribuir a mejorar la calidad de la respuesta de los poderes públicos en la gestión integral de los riesgos y emergencias
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_030;¿A qué se aplicará la evaluación e inspección?;Se aplicará a todas las actuaciones del Sistema Nacional y la llevarán a cabo las Administraciones Públicas competentes|Solo a algunas actuaciones|Solo a nivel estatal|Solo en algunos casos;La evaluación y la inspección se aplicará a todas las actuaciones del Sistema Nacional y la llevarán a cabo las Administraciones Públicas competentes, en los términos señalados en el apartado siguiente
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_031;¿Qué elaborará el Consejo Nacional de Protección Civil?;Unas directrices de evaluación de las actuaciones de aplicación general y un Programa de Inspección del Sistema Nacional|Solo directrices|Solo programa|Solo en algunos casos;El Consejo Nacional de Protección Civil elaborará unas directrices de evaluación de las actuaciones de aplicación general y un Programa de Inspección del Sistema Nacional que se llevará a cabo por las Administraciones Públicas en sus respectivos ámbitos de competencia
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_032;¿Qué elevará el Gobierno al Senado?;Una memoria anual que permita valorar la eficacia del Sistema Nacional|Solo informe|Solo evaluación|Solo en algunos casos;El Gobierno, elaborada por el Consejo Nacional de Protección Civil y a propuesta del Ministro del Interior, elevará al Senado una memoria anual que permita valorar la eficacia del Sistema Nacional
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_033;¿Cuáles son las emergencias de interés nacional según el primer supuesto?;Las que requieran para la protección de personas y bienes la aplicación de la Ley Orgánica 4/1981, de 1 de junio, reguladora de los estados de alarma, excepción y sitio|Solo emergencias graves|Solo emergencias locales|Solo en algunos casos;Las que requieran para la protección de personas y bienes la aplicación de la Ley Orgánica 4/1981, de 1 de junio, reguladora de los estados de alarma, excepción y sitio
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_034;¿Cuáles son las emergencias de interés nacional según el segundo supuesto?;Aquellas en las que sea necesario prever la coordinación de Administraciones diversas porque afecten a varias Comunidades Autónomas y exijan una aportación de recursos a nivel supraautonómico|Solo autonómicas|Solo locales|Solo en algunos casos;Aquellas en las que sea necesario prever la coordinación de Administraciones diversas porque afecten a varias Comunidades Autónomas y exijan una aportación de recursos a nivel supraautonómico
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_035;¿Cuáles son las emergencias de interés nacional según el tercer supuesto?;Las que por sus dimensiones efectivas o previsibles requieran una dirección de carácter nacional|Solo grandes|Solo pequeñas|Solo en algunos casos;Las que por sus dimensiones efectivas o previsibles requieran una dirección de carácter nacional
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_036;¿A quién corresponde la declaración de interés nacional?;Al titular del Ministerio del Interior, bien por propia iniciativa o a instancia de las Comunidades Autónomas o de los Delegados del Gobierno|Solo al Ministro|Solo a las CCAA|Solo a los Delegados;Corresponderá la declaración de interés nacional al titular del Ministerio del Interior, bien por propia iniciativa o a instancia de las Comunidades Autónomas o de los Delegados del Gobierno en las mismas
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_037;¿Qué se precisa cuando la declaración se realice a iniciativa del Ministerio?;Previa comunicación con la Comunidad Autónoma o Comunidades Autónomas afectadas, por medios que no perjudiquen la rapidez de la declaración y la eficacia de la respuesta pública|Solo comunicación posterior|Solo en algunos casos|No se precisa nada;Cuando la declaración de emergencia de interés nacional se realice a iniciativa del Ministerio del Interior, se precisará, en todo caso, previa comunicación con la Comunidad Autónoma o Comunidades Autónomas afectadas, por medios que no perjudiquen la rapidez de la declaración y la eficacia de la respuesta pública
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_038;¿Qué asumirá el titular del Ministerio del Interior declarada la emergencia?;Su dirección, que comprenderá la ordenación y coordinación de las actuaciones y la gestión de todos los recursos estatales, autonómicos y locales del ámbito territorial afectado|Solo coordinación|Solo gestión|Solo en algunos casos;Declarada la emergencia de interés nacional, el titular del Ministerio del Interior asumirá su dirección, que comprenderá la ordenación y coordinación de las actuaciones y la gestión de todos los recursos estatales, autonómicos y locales del ámbito territorial afectado
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_039;¿Qué podrá requerir el Ministro del Interior?;La colaboración de las diferentes Administraciones Públicas que cuenten con recursos movilizables, aunque la emergencia no afecte a su territorio|Solo de algunas Administraciones|Solo si afecta a su territorio|Solo en algunos casos;El Ministro del Interior podrá, en función de la gravedad de la situación, requerir la colaboración de las diferentes Administraciones Públicas que cuenten con recursos movilizables, aunque la emergencia no afecte a su territorio
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_040;¿Qué promoverán los poderes públicos sobre formación?;La formación y el desarrollo de la competencia técnica del personal del Sistema Nacional de Protección Civil|Solo formación básica|Solo competencia|Solo en algunos casos;Los poderes públicos promoverán la formación y el desarrollo de la competencia técnica del personal del Sistema Nacional de Protección Civil
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_041;¿Qué reconocimiento tendrá la formación en protección civil?;El reconocimiento oficial del sistema educativo y de la formación profesional para el empleo, en el marco del Sistema Nacional de Cualificaciones y Formación Profesional|Solo reconocimiento parcial|Solo en algunos casos|No tendrá reconocimiento;La formación en protección civil tendrá el reconocimiento oficial del sistema educativo y de la formación profesional para el empleo, en el marco del Sistema Nacional de Cualificaciones y Formación Profesional
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_042;¿Qué desarrolla la Escuela Nacional de Protección Civil como primera actividad?;Formar y entrenar al personal de los servicios de protección civil de la Administración General del Estado y de otras instituciones públicas y privadas|Solo formar|Solo entrenar|Solo a personal público;Formar y entrenar al personal de los servicios de protección civil de la Administración General del Estado y de otras instituciones públicas y privadas, mediante los correspondientes convenios, en su caso, así como a personas de otros colectivos que sean de interés para el Sistema Nacional de Protección Civil
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Ley 17/2015 Sistema Nacional PC;snpc_043;¿Qué desarrolla la Escuela Nacional como segunda actividad?;Desarrollar acciones de I+D+i en materia de formación de protección civil|Solo investigación|Solo desarrollo|Solo innovación;Desarrollar acciones de I+D+i en materia de formación de protección civil
